Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
13.9570000000	1.10000000000	77.8925077909	0.0128382052185	-55.9497374279	-41.8277116876	-3.21625760703	5.18499234860	6.90236849464	1302.82821961	-1.60495185710	2.75763321260e-05	0.0983466676312	liquid
14.5771433333	1.10000000000	77.4122167420	0.0129178576985	-51.7140075248	-37.5043640565	-2.91320352600	5.20701025271	7.05054282745	1291.55237840	-1.56157492801	2.55268193115e-05	0.0994325439873	liquid
14.8872150000	1.10000000000	77.1673684914	0.0129588454233	-49.5588850476	-35.3041550820	-2.76385426052	5.22961141958	7.14254990662	1285.75844391	-1.53602306367	2.46054694583e-05	0.0999440858461	liquid
15.1972866667	1.10000000000	76.9190862613	0.0130006744568	-47.3749225459	-33.0741806434	-2.61560514702	5.25593871597	7.24212104744	1279.90416172	-1.50910985200	2.37431169068e-05	0.100434523324	liquid
15.5073583333	1.10000000000	76.6671781061	0.0130433912491	-45.1601670980	-30.8124367240	-2.46828112063	5.28416510611	7.34718320813	1274.00018041	-1.48139597793	2.29337168703e-05	0.100903744207	liquid
15.8174300000	1.10000000000	76.4114727269	0.0130870399995	-42.9131976337	-28.5174536342	-2.32175165756	5.31309049750	7.45632796141	1268.04651749	-1.45325180651	2.21721019126e-05	0.101351651392	liquid
16.1275016667	1.10000000000	76.1518153442	0.0131316633160	-40.6329492616	-26.1881196140	-2.17591626417	5.34195789589	7.56862886719	1262.03665518	-1.42491308552	2.14538223986e-05	0.101778162389	liquid
16.4375733333	1.10000000000	75.8880638811	0.0131773028439	-38.3185866436	-23.8235535153	-2.03069436440	5.37031812260	7.68350550301	1255.96040693	-1.39652232525	2.07750192746e-05	0.102183208192	liquid
16.7476450000	1.10000000000	75.6200855318	0.0132239998536	-35.9694136904	-21.4230138515	-1.88601832542	5.39793137532	7.80062324895	1249.80584828	-1.36815868922	2.01323223196e-05	0.102566731775	liquid
17.0577166667	1.10000000000	75.3477537255	0.0132717957810	-33.5848098792	-18.9858345201	-1.74182870232	5.42469643259	7.91982017825	1243.56056645	-1.33985912084	1.95227684742e-05	0.102928686351	liquid
17.3677883333	1.10000000000	75.0709454695	0.0133207327248	-31.1641858836	-16.5113798862	-1.59807103665	5.45060039242	8.04105431183	1237.21242866	-1.31163299846	1.89437360142e-05	0.103269033509	liquid
17.6778600000	1.10000000000	74.7895390287	0.0133708539053	-28.7069530456	-13.9990137497	-1.45469373122	5.47568352008	8.16436605254	1230.75001905	-1.28347211868	1.83928912493e-05	0.103587741311	liquid
17.9879316667	1.10000000000	74.5034118974	0.0134222040915	-26.2125026318	-11.4480781311	-1.31164666056	5.50001510907	8.28985185696	1224.16285213	-1.25535736368	1.78681451467e-05	0.103884782378	liquid
