Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
13.9570000000	0.250000000000	77.2068310879	0.0129522217906	-54.4788763806	-51.2408209329	-3.10540135865	5.16756683376	6.99283553213	1276.75722773	-1.58285773336	2.60283408744e-05	0.0977385688978	liquid
14.2670716667	0.250000000000	76.9557965013	0.0129944727423	-52.3097388976	-49.0611207120	-2.95094140315	5.17790624014	7.06935164870	1270.47151133	-1.56043229957	2.50296865475e-05	0.0982583792673	liquid
14.5771433333	0.250000000000	76.7013590213	0.0130375786395	-50.1147048707	-46.8553102108	-2.79799254736	5.19776901110	7.16043042841	1264.07051712	-1.53482062203	2.41003939500e-05	0.0987568943616	liquid
14.8872150000	0.250000000000	76.4432333091	0.0130816026051	-47.8899580045	-44.6195573532	-2.64623087252	5.22331232238	7.26190452305	1257.60188853	-1.50716804942	2.32325246231e-05	0.0992339339264	liquid
15.1972866667	0.250000000000	76.1811645521	0.0131266042713	-45.6327698437	-42.3511187759	-2.49542492727	5.25191124376	7.37085656203	1251.08821156	-1.47826460989	2.24194080394e-05	0.0996893298863	liquid
15.5073583333	0.250000000000	75.9149236237	0.0131726405332	-43.3411656219	-40.0480054886	-2.34540646271	5.28182084092	7.48529053320	1244.53509914	-1.44863762031	2.16553972785e-05	0.100122927778	liquid
15.8174300000	0.250000000000	75.6443021129	0.0132197663547	-41.0136792203	-37.7087376316	-2.19604975745	5.31192272667	7.60388266196	1237.93731646	-1.41862618894	2.09356755072e-05	0.100534586763	liquid
16.1275016667	0.250000000000	75.3691075395	0.0132680355738	-38.6491752724	-35.3321663790	-2.04725715659	5.34153729319	7.72579484510	1231.28317210	-1.38843789074	2.02561024812e-05	0.100924178648	liquid
16.4375733333	0.250000000000	75.0891589126	0.0133175016804	-36.2467212745	-32.9173458544	-1.89894906150	5.37028624203	7.85053650399	1224.55753374	-1.35819029544	1.96130925223e-05	0.101291586246	liquid
16.7476450000	0.250000000000	74.8042826999	0.0133682185552	-33.8054965237	-30.4634418849	-1.75105707685	5.39799313526	7.97786343176	1217.74381808	-1.32794057443	1.90035172329e-05	0.101636701298	liquid
17.0577166667	0.250000000000	74.5143092080	0.0134202411675	-31.3247278693	-27.9696675774	-1.60351937429	5.42461236373	8.10770461058	1210.82524624	-1.29770614678	1.84246276601e-05	0.101959422125	liquid
17.3677883333	0.250000000000	74.2190693441	0.0134736262370	-28.8036447381	-25.4352381789	-1.45627759490	5.45017913614	8.24010999483	1203.78558723	-1.26747878928	1.78739917612e-05	0.102259651109	liquid
17.6778600000	0.250000000000	73.9183917054	0.0135284328694	-26.2414478048	-22.8593395874	-1.30927480528	5.47477486414	8.37521390018	1196.60955312	-1.23723407818	1.73494439317e-05	0.102537292075	liquid
17.9879316667	0.250000000000	73.6120999357	0.0135847231756	-23.6372871286	-20.2411063347	-1.16245416300	5.49850371184	8.51320994469	1189.28296180	-1.20693754887	1.68490440559e-05	0.102792247592	liquid
18.2980033333	0.250000000000	73.3000102836	0.0136425628882	-20.9902466720	-17.5796059499	-1.01575804793	5.52147715595	8.65433450906	1181.79274844	-1.17654857677	1.63710440977e-05	0.103024416211	liquid
18.6080750000	0.250000000000	72.9819292978	0.0137020219885	-18.2993329271	-14.8738274300	-0.869127489460	5.54380422658	8.79885647176	1174.12688109	-1.14602269316	1.59138606771e-05	0.103233689619	liquid
18.9181466667	0.250000000000	72.6576515942	0.0137631753581	-15.5634659784	-12.1226721389	-0.722501770511	5.56558572170	8.94707157883	1166.27421794	-1.11531283594	1.54760524114e-05	0.103419949694	liquid
19.2282183333	0.250000000000	72.3269576322	0.0138261034715	-12.7814717584	-9.32494589057	-0.575818125958	5.58691115572	9.09930026870	1158.22433099	-1.08436988091	1.50563010631e-05	0.103583065413	liquid
19.5382900000	0.250000000000	71.9896114380	0.0138908931445	-9.95207456873	-6.47935128260	-0.429011478119	5.60785754993	9.25588812423	1149.96731217	-1.05314268865	1.46533957378e-05	0.103722889574	liquid
19.8483616667	0.250000000000	71.6453582099	0.0139576383591	-7.07388914615	-3.58447955638	-0.282014169119	5.62848943005	9.41720839387	1141.49357151	-1.02157782369	1.42662195326e-05	0.103839255260	liquid
20.1584333333	0.250000000000	71.2939217412	0.0140264411829	-4.14541169845	-0.638801402730	-0.134755661278	5.64885958428	9.58366623436	1132.79363289	-0.989619046481	1.38937381583e-05	0.103931971995	liquid
20.4685050000	0.250000000000	70.9350015867	0.0140974128093	-1.16500941210	2.35934379024	0.0128378162854	5.66901027360	9.75570449603	1123.85792953	-0.957206639207	1.35349901559e-05	0.104000821491	liquid
20.7785766667	0.250000000000	70.5682698955	0.0141706747449	1.86909202947	5.41176071569	0.160843692720	5.68897468555	9.93381101394	1114.67659933	-0.924276597327	1.31890783970e-05	0.104045552895	liquid
21.0886483333	0.250000000000	70.1933678165	0.0142463601777	4.95882338657	8.52041343100	0.309343568644	5.70877849543	10.1185274953	1105.23927823	-0.890759697533	1.28551626207e-05	0.104065877424	liquid
21.3987200000	0.250000000000	69.8099013701	0.0143246155685	8.10628977803	11.6874436702	0.458423834476	5.72844145073	10.3104602192	1095.53488848	-0.856580435721	1.25324527979e-05	0.104061462233	liquid
21.7087916667	0.250000000000	69.4174366565	0.0144056025138	11.3137921696	14.9151927980	0.608176413234	5.74797893209	10.5102928981	1085.55141743	-0.821655814329	1.22202031512e-05	0.104031923350	liquid
22.0188633333	0.250000000000	69.0154942395	0.0144894999452	14.5838531648	18.2062281511	0.758699651249	5.76740347184	10.7188022080	1075.27568097	-0.785893944706	1.19177066787e-05	0.103976817452	liquid
22.3289350000	0.250000000000	68.6035425072	0.0145765067437	17.9192480090	21.5633746949	0.910099386347	5.78672623124	10.9368766882	1064.69306453	-0.749192415709	1.16242900492e-05	0.103895632221	liquid
22.6390066667	0.250000000000	68.1809897564	0.0146668448723	21.3230419657	24.9897531838	1.06249023152	5.80595845402	11.1655399675	1053.78723251	-0.711436362726	1.13393087441e-05	0.103787774923	liquid
22.9490783333	0.250000000000	67.7471746738	0.0147607631582	24.7986355667	28.4888263563	1.21599712375	5.82511292797	11.4059796200	1042.53979481	-0.672496149818	1.10621423242e-05	0.103652558764	liquid
23.2591500000	0.250000000000	67.3013547901	0.0148585418989	28.3498196983	32.0644551730	1.37075720350	5.84420550026	11.6595834332	1030.92991597	-0.632224549220	1.07921896932e-05	0.103489186454	liquid
23.5692216667	0.250000000000	66.8426923448	0.0149604985215	31.9808431276	35.7209677580	1.52692211215	5.86325670823	11.9279855600	1018.93384807	-0.590453263419	1.05288642184e-05	0.103296730209	liquid
23.8596688785	0.250000000000	66.4005674117	0.0150601122698	35.4587230900	39.2237511574	1.67462736680	5.88108855328	12.1945410605	1007.32259165	-0.549793780798	1.02877031863e-05	0.103089114438	liquid
23.8596688785	0.250000000000	3.06228985643	0.326553019761	380.342907045	461.981161985	19.3931218263	6.65708915888	14.1494839349	371.929900973	15.1704326981	1.20092255422e-06	0.0223851793432	vapor
23.8792933333	0.250000000000	3.05812353497	0.326997908542	380.509186905	462.258664040	19.4047476381	6.65408280959	14.1317911711	372.189079840	15.1462703631	1.20213395689e-06	0.0223940352136	vapor
24.1893650000	0.250000000000	2.99433932101	0.333963486698	383.108363607	466.599235281	19.5853525669	6.61014182560	13.8711370169	376.215042328	14.7757078268	1.22111298840e-06	0.0225384374347	vapor
24.4994366667	0.250000000000	2.93411240361	0.340818572175	385.659346821	470.863989865	19.7605422429	6.57217304453	13.6418052687	380.120369391	14.4249487157	1.23980528357e-06	0.0226903280111	vapor
24.8095083333	0.250000000000	2.87707513918	0.347575211499	388.168009878	475.061812752	19.9308133456	6.53926395137	13.4386585758	383.917156589	14.0923009991	1.25823309395e-06	0.0228485584146	vapor
25.1195800000	0.250000000000	2.82291650874	0.354243562254	390.639273846	479.200164409	20.0965869695	6.51065592202	13.2575975546	387.615759356	13.7762647129	1.27641595674e-06	0.0230121981680	vapor
25.4296516667	0.250000000000	2.77137077301	0.360832267461	393.077295192	483.285362057	20.2582234647	6.48571487495	13.0953126579	391.225104813	13.4755033525	1.29437112404e-06	0.0231804847159	vapor
25.7397233333	0.250000000000	2.72220886200	0.367348741664	395.485609844	487.322795260	20.4160338112	6.46390839615	12.9491044316	394.752935572	13.1888210844	1.31211390766e-06	0.0233527866363	vapor
26.0497950000	0.250000000000	2.67523174080	0.373799392684	397.867245364	491.317093535	20.5702884587	6.44478767740	12.8167509253	398.206003309	12.9151442144	1.32965795936e-06	0.0235285761983	vapor
26.3598666667	0.250000000000	2.63026522888	0.380189795698	400.224809353	495.272258278	20.7212242806	6.42797309624	12.6964083016	401.590224474	12.6535058522	1.34701550135e-06	0.0237074085908	vapor
26.6699383333	0.250000000000	2.58715590476	0.386524831441	402.560559910	499.191767770	20.8690501063	6.41314259295	12.5865352555	404.910806960	12.4030330356	1.36419751751e-06	0.0238889059953	vapor
26.9800100000	0.250000000000	2.54576783284	0.392808797056	404.876462314	503.078661578	21.0139511651	6.40002222490	12.4858347992	408.172354132	12.1629357899	1.38121391355e-06	0.0240727452247	vapor
27.2900816667	0.250000000000	2.50597992077	0.399045495821	407.174235032	506.935608987	21.1560926875	6.38837843527	12.3932089050	411.378950976	11.9324977395	1.39807365197e-06	0.0242586480292	vapor
27.6001533333	0.250000000000	2.46768376621	0.405238310391	409.455387347	510.764964945	21.2956228478	6.37801168560	12.3077227955	414.534235950	11.7110679884	1.41478486670e-06	0.0244463734149	vapor
27.9102250000	0.250000000000	2.43078188724	0.411390263046	411.721250354	514.568816115	21.4326751862	6.36875118310	12.2285765673	417.641461279	11.4980540532	1.43135496098e-06	0.0246357115041	vapor
28.2202966667	0.250000000000	2.39518625664	0.417504065593	413.973002646	518.349019044	21.5673706157	6.36045049359	12.1550824466	420.703543837	11.2929156785	1.44779069136e-06	0.0248264785853	vapor
