Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
13.9570000000	1.00000000000	77.8138260577	0.0128511866163	-55.7866693508	-42.9354827344	-3.20359746308	5.18319895564	6.91235735335	1299.80045011	-1.60255453125	2.73941115438e-05	0.0982762186307	liquid
14.5771433333	1.00000000000	77.3307672696	0.0129314635727	-51.5367408942	-38.6052773214	-2.90006296870	5.20612973625	7.06265474947	1288.37304256	-1.55866135118	2.53591033664e-05	0.0993543485265	liquid
14.8872150000	1.00000000000	77.0844626524	0.0129727829136	-49.3739356823	-36.4011527687	-2.75044794736	5.22905880120	7.15569103098	1282.50689186	-1.53287807038	2.44441383903e-05	0.0998619427636	liquid
15.1972866667	1.00000000000	76.8346704467	0.0130149578854	-47.1819038514	-34.1669459660	-2.60191749476	5.25563895038	7.25627750892	1276.58220048	-1.50574675124	2.35876670199e-05	0.100348377465	liquid
15.5073583333	1.00000000000	76.5811949362	0.0130580359948	-44.9586919784	-31.9006559837	-2.45429737697	5.28405230615	7.36234914885	1270.60906869	-1.47782446924	2.27836920891e-05	0.100813536182	liquid
15.8174300000	1.00000000000	76.3238611091	0.0131020625197	-42.7028761140	-29.6008135942	-2.30745768415	5.31310790994	7.47250634918	1264.58694567	-1.44947818971	2.20270881525e-05	0.101257317481	liquid
16.1275016667	1.00000000000	76.0625104615	0.0131470811827	-40.4133858821	-27.2663046993	-2.16129832555	5.34205742681	7.58583184695	1258.50875778	-1.42094059468	2.13134426592e-05	0.101679634394	liquid
16.4375733333	1.00000000000	75.7969971162	0.0131931347949	-38.0893777442	-24.8962429494	-2.01573892907	5.37045961076	7.70175448129	1252.36379149	-1.39235149040	2.06389293539e-05	0.102080413245	liquid
16.7476450000	1.00000000000	75.5271843304	0.0132402658575	-35.7301446464	-22.4898787890	-1.87071188163	5.39808174809	7.81994885074	1246.13963094	-1.36378767431	2.00002070634e-05	0.102459592089	liquid
17.0577166667	1.00000000000	75.2529414033	0.0132885171178	-33.3350523183	-20.0465352005	-1.72615758852	5.42482883277	7.94026217233	1239.82340828	-1.33528401379	1.93943384860e-05	0.102817118915	liquid
17.3677883333	1.00000000000	74.9741409636	0.0133379320810	-30.9034948872	-17.5655628063	-1.58202128531	5.45069333158	8.06266156971	1233.40256957	-1.30684804492	1.88187247613e-05	0.103152949724	liquid
17.6778600000	1.00000000000	74.6906565955	0.0133885554845	-28.4348643223	-15.0463088378	-1.43825092381	5.47572009107	8.18719658537	1226.86530737	-1.27846989914	1.82710525103e-05	0.103467046564	liquid
17.9879316667	1.00000000000	74.4023607560	0.0134404337421	-25.9285296360	-12.4880958939	-1.29479579104	5.49998227497	8.31397296062	1220.20076907	-1.25012891776	1.77492507530e-05	0.103759375541	liquid
18.2980033333	1.00000000000	74.1091229301	0.0134936153669	-23.3838228438	-9.89020747685	-1.15160562030	5.52356525755	8.44313470494	1213.39911803	-1.22179794975	1.72514556709e-05	0.104029904848	liquid
