Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
13.9570000000	0.350000000000	77.2895571983	0.0129383585086	-54.6622936034	-50.1338681254	-3.11884086274	5.16989181907	6.98149584726	1279.86586227	-1.58567201848	2.62103931748e-05	0.0978112635735	liquid
14.2670716667	0.350000000000	77.0400795241	0.0129802565908	-52.5009664453	-47.9578766385	-2.96464367442	5.17967396276	7.05677307851	1273.67215910	-1.56354804350	2.52043890008e-05	0.0983351238953	liquid
14.5771433333	0.350000000000	76.7872554455	0.0130229944305	-50.3142039204	-45.7561558698	-2.81197835643	5.19907928335	7.14663265532	1267.36052488	-1.53821725592	2.42683535139e-05	0.0988377504363	liquid
14.8872150000	0.350000000000	76.5308048468	0.0130666337823	-48.0981902306	-43.5248684068	-2.66051975313	5.22425740297	7.24690167302	1260.97894056	-1.51082873811	2.33942887183e-05	0.0993189683812	liquid
15.1972866667	0.350000000000	76.2704780087	0.0131112328926	-45.8501992749	-41.2612677625	-2.51003539974	5.25257393353	7.35465428382	1254.55053598	-1.48217679249	2.25754718120e-05	0.0997786152514	liquid
15.5073583333	0.350000000000	76.0060508590	0.0131568472338	-43.5682612790	-38.9633647471	-2.36035628585	5.28227377485	7.46788424592	1248.08156557	-1.45279299860	2.18062099102e-05	0.100216542387	liquid
15.8174300000	0.350000000000	75.7373200939	0.0132035302907	-41.2509182449	-36.6296826431	-2.21135618709	5.31222844059	7.58525655972	1241.56746759	-1.42302044061	2.10816457081e-05	0.100632615017	liquid
16.1275016667	0.350000000000	75.4640984784	0.0132513343452	-38.8970463600	-34.2590793392	-2.06293719857	5.34174876370	7.70592135881	1234.99721825	-1.39307027902	2.03976032822e-05	0.101026711352	liquid
16.4375733333	0.350000000000	75.1862104902	0.0133003112337	-36.5057283030	-31.8506193712	-1.91501971309	5.37044768952	7.82937600461	1228.35632866	-1.36306327251	1.97504654657e-05	0.101398721012	liquid
16.7476450000	0.350000000000	74.9034883708	0.0133505130636	-34.0761623232	-29.4034827510	-1.76753555458	5.39814094727	7.95536402194	1221.62882775	-1.33305942869	1.91370760495e-05	0.101748543039	liquid
17.0577166667	0.350000000000	74.6157685899	0.0134019928883	-31.6075981187	-26.9169006078	-1.62042332897	5.42477604487	8.08380189608	1214.79851705	-1.30307871622	1.85546615041e-05	0.102076083634	liquid
17.3677883333	0.350000000000	74.3228886914	0.0134548053447	-29.0992920040	-24.3901101333	-1.47362531599	5.45038222557	8.21472675786	1207.84971783	-1.27311524770	1.80007680685e-05	0.102381253741	liquid
17.6778600000	0.350000000000	74.0246844719	0.0135090072607	-26.5504757581	-21.8223232169	-1.32708541800	5.47503578563	8.34825961674	1200.76767189	-1.24314679327	1.74732109542e-05	0.102663966535	liquid
17.9879316667	0.350000000000	73.7209874321	0.0135646582450	-23.9603349933	-19.2127046075	-1.18074782164	5.49883653799	8.48458010018	1193.53871138	-1.21314100807	1.69700331201e-05	0.102924134846	liquid
18.2980033333	0.350000000000	73.4116224384	0.0136218212701	-21.3279939711	-16.5603565266	-1.03455612979	5.52189227892	8.62390967186	1186.15027794	-1.18305937611	1.64894716284e-05	0.103161668536	liquid
18.6080750000	0.350000000000	73.0964055325	0.0136805632605	-18.6525046094	-13.8643074682	-0.888452793550	5.54430893441	8.76650108548	1178.59084649	-1.15285958488	1.60299300218e-05	0.103376471806	liquid
18.9181466667	0.350000000000	72.7751418275	0.0137409557012	-15.9328380172	-11.1235035218	-0.742378725698	5.56618468370	8.91263243009	1170.84979105	-1.12249683208	1.55899554966e-05	0.103568440429	liquid
19.2282183333	0.350000000000	72.4476234313	0.0138030752789	-13.1678773346	-8.33680098702	-0.596273013462	5.58760682203	9.06260458042	1162.91721743	-1.09192441178	1.51682199116e-05	0.103737458861	liquid
19.5382900000	0.350000000000	72.1136273387	0.0138670045719	-10.3564109643	-5.50295936414	-0.450072673655	5.60865047171	9.21674121293	1154.78377878	-1.06109381722	1.47635038718e-05	0.103883397192	liquid
19.8483616667	0.350000000000	71.7729132343	0.0139328328047	-7.49712549989	-2.62063401824	-0.303712410591	5.62937850621	9.37539081446	1146.44048398	-1.02995451865	1.43746832867e-05	0.104006107894	liquid
