Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Thermal Expansion Coefficient (l, 1/K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)	Thermal Expansion Coefficient (v, 1/K)
19.8570000000	0.0868295488281	71.4236383067	0.0140009669587	-6.28295702118	-5.06725937700	-0.241807432271	5.62751083841	9.49299666715	1133.02128599	-1.00647099507	1.40776200976e-05	0.103565999973	0.00200014903461	0.0159937628	1.15930173679	0.862588201381	370.910977903	445.809122253	22.4643607517	6.42890633782	11.8385234709	353.461341372	18.8192387338	9.67858083660e-07	0.0168214928427	0.0633672333
19.9570000000	0.0895352333248	71.3125997477	0.0140227674147	-5.34502894909	-4.08949719675	-0.194595378871	5.63408282766	9.54650219074	1130.30280706	-0.996201603082	1.39597976552e-05	0.103599424627	0.00198284327363	0.0161246683	1.19171610925	0.839126023584	371.261466403	446.392810714	22.3780512068	6.43265758818	11.8755541540	354.053579358	18.7114840251	9.73400876612e-07	0.0169430404271	0.0633767767
20.0570000000	0.0923012773909	71.2009146024	0.0140447634077	-4.40225659160	-3.10590698842	-0.147373304695	5.64063212999	9.60052186325	1127.56473049	-0.985897122902	1.38434804189e-05	0.103630559704	0.00196554619448	0.0162573819	1.22477959860	0.816473430110	371.606854492	446.968395047	22.2923884760	6.43648686424	11.9133656190	354.639233753	18.6048780662	9.78952089702e-07	0.0170653136464	0.0633927494
20.1570000000	0.0951284515038	71.0885769830	0.0140669576244	-3.45460540681	-2.11643751063	-0.100139458740	5.64716025620	9.65506776207	1124.80689105	-0.975556010635	1.37286377901e-05	0.103659404213	0.00194825795053	0.0163919468	1.25850079336	0.794596241242	371.947085828	447.535795828	22.2073583504	6.44039642307	11.9519746421	355.218292728	18.4993885122	9.84512101096e-07	0.0171883234253	0.0634151828
20.2570000000	0.0980175273642	70.9755808724	0.0140893528127	-2.50204016479	-1.12103663993	-0.0528920779010	5.65366860607	9.71015223655	1122.02912710	-0.965176703867	1.36152399022e-05	0.103685957051	0.00193097869836	0.0165284076	1.29288839464	0.773461966360	372.282103735	448.094933188	22.1229468828	6.44438845180	11.9913983718	355.790744634	18.3949842735	9.90081296636e-07	0.0173120808633	0.0634441117
20.3570000000	0.100969277863	70.8619201199	0.0141119517832	-1.54452493737	-0.119651356569	-0.00562938658298	5.66015847383	9.76578792346	1119.23128008	-0.954757620009	1.35032575951e-05	0.103710216984	0.00191370859782	0.0166668105	1.32795122004	0.753039708770	372.611851172	448.645726769	22.0391403794	6.44846506872	12.0316543492	356.356578018	18.2916354690	9.95660070055e-07	0.0174365972428	0.0634795742
20.4570000000	0.103984477054	70.7475884368	0.0141347574115	-0.582023087083	0.887772270629	0.0416504037266	5.66663105360	9.82198776317	1116.41319410	-0.944297154578	1.33926623897e-05	0.103732182646	0.00189644781216	0.0168072031	1.36369820761	0.733300076527	372.936270701	449.188095682	21.9559253908	6.45262832436	12.0727605298	356.915781639	18.1893133799	1.00124882320e-06	0.0175618840379	0.0635216119
20.5570000000	0.107063900120	70.6325793917	0.0141577726399	0.385502744728	1.90128910057	0.0889490949206	5.67308744496	9.87876501679	1113.57471544	-0.933793679456	1.32834264646e-05	0.103751852529	0.00187919650808	0.0169496349	1.40013841998	0.714215098830	373.255304453	449.721958458	21.8732887047	6.45688020289	12.1147353064	357.468344475	18.0879904041	1.00684796628e-06	0.0176879529238	0.0635702697
20.6570000000	0.110208323353	70.5168864060	0.0141810004804	1.35809065084	2.92095493725	0.136268502776	5.67952865845	9.93613328410	1110.71569211	-0.923245541105	1.31755226330e-05	0.103769224977	0.00186195485585	0.0170941567	1.43728104863	0.695758147615	373.568894098	450.247233006	21.7912173370	6.46122262360	12.1575975327	358.014255743	17.9876400111	1.01245791806e-06	0.0178148157863	0.0636255964
20.7570000000	0.113418524127	70.4005027489	0.0142044440161	2.33577947198	3.94682654833	0.183610457499	5.68595562110	9.99410652236	1107.83597344	-0.912651058753	1.30689243213e-05	0.103784298172	0.00184472302942	0.0172408213	1.47513541836	0.677903863978	373.876980808	450.763836560	21.7096985247	6.46565744253	12.2013665487	358.553504899	17.8882366983	1.01807910616e-06	0.0179424847318	0.0636876443
20.8570000000	0.116695280875	70.2834215327	0.0142281064039	3.31860881179	4.97896168492	0.230976804308	5.69236918188	10.0526990660	1104.93540967	-0.902008522550	1.29636055478e-05	0.103797070132	0.00182750120652	0.0173896833	1.51371099184	0.660628089108	374.179505220	451.271685633	21.6287197178	6.47018645423	12.2460622069	359.086081653	17.7897559474	1.02371196730e-06	0.0180709720981	0.0637564697
20.9570000000	0.120039373073	70.1656357076	0.0142519908772	4.30661905271	6.01741910266	0.278369404067	5.69877011706	10.1119256470	1102.01385150	-0.891316191695	1.28595409032e-05	0.103807538699	0.00181028956875	0.0175407990	1.55301737436	0.643907799431	374.476407402	451.770695963	21.5482685719	6.47481139365	12.2917048995	359.611975978	17.6921741823	1.02935694753e-06	0.0182002904656	0.0638321327
21.0570000000	0.123451581217	70.0471380566	0.0142761007479	5.29985137315	7.06225858410	0.325790133956	5.70515913559	10.1718014169	1099.07114977	-0.880572292538	1.27567055312e-05	0.103815701531	0.00179308830172	0.0176942266	1.59306431880	0.627721045659	374.767626812	452.260782462	21.4683329405	6.47953393814	12.3383155877	360.131178111	17.5954687277	1.03501450258e-06	0.0183304526689	0.0639146976
21.1570000000	0.126932686811	69.9279211905	0.0143004394093	6.29834776567	8.11354096247	0.373240888193	5.71153688427	10.2323419682	1096.10715500	-0.869775016645	1.26550751105e-05	0.103821556091	0.00177589759515	0.0178500265	1.63386173073	0.612046895520	375.053102258	452.741859161	21.3889008683	6.48435570955	12.3859158320	360.643678565	17.4996177686	1.04068509806e-06	0.0184614718089	0.0640042330
21.2570000000	0.130483472352	69.8079775417	0.0143250103386	7.30215105646	9.17132814692	0.420723578792	5.71790395291	10.2935633589	1093.12171707	-0.858922518844	1.25546258370e-05	0.103825099640	0.00175871764300	0.0180082611	1.67541967369	0.596865379884	375.332771860	453.213839154	21.3099605834	6.48927827641	12.4345278235	361.149468130	17.4046003109	1.04636920982e-06	0.0185933612661	0.0641008116
21.3570000000	0.134104721317	69.6872993593	0.0143498171000	8.31130492597	10.2356831491	0.468240136380	5.72426087930	10.3554821360	1090.11468486	-0.848012915227	1.24553344067e-05	0.103826329229	0.00174154864357	0.0181689949	1.71774837472	0.582157442103	375.606573003	453.676634539	21.2315004908	6.49430315621	12.4841744174	361.648537880	17.3103961431	1.05206732426e-06	0.0187261347141	0.0642045109
21.4570000000	0.137797218155	69.5658787028	0.0143748633475	9.32585393088	11.3066701115	0.515792511053	5.73060815414	10.4181153614	1087.08590585	-0.837044281132	1.23571779997e-05	0.103825241681	0.00172439079970	0.0183322948	1.76085823006	0.567904890313	375.874442300	454.130156362	21.1535091653	6.49943181772	12.5348791679	362.140879176	17.2169857984	1.05777993862e-06	0.0188598061335	0.0643154127
21.5570000000	0.141561748280	69.4437074360	0.0144001528277	10.3458435274	12.3843543372	0.563382673285	5.73694622581	10.4814806383	1084.03522583	-0.826014649072	1.22601342648e-05	0.103821833593	0.00170724431881	0.0184982299	1.80475981110	0.554090352550	376.136315538	454.574314551	21.0759753445	6.50466568346	12.5866663646	362.626483669	17.1243505188	1.06350756135e-06	0.0189943898271	0.0644336039
21.6570000000	0.145399098064	69.3207772211	0.0144256893833	11.3713200958	13.4688023211	0.611012614887	5.74327550502	10.5455961390	1080.96248853	-0.814922006641	1.21641813039e-05	0.103816101314	0.00169010941310	0.0186668719	1.84946387051	0.540697234451	376.392127641	455.009017856	20.9988879224	6.51000613214	12.6395610709	363.105343299	17.0324722194	1.06925071242e-06	0.0191299004360	0.0645591763
21.7570000000	0.149310054833	69.1970795121	0.0144514769561	12.4023309666	14.5600817833	0.658684350014	5.74959636936	10.6104806340	1077.86753532	-0.803764294363	1.20692976577e-05	0.103808040942	0.00167298629972	0.0188382950	1.89498134865	0.527709679420	376.641812614	455.434173784	20.9222359427	6.51545450120	12.6935891643	363.577450304	16.9413334540	1.07500992374e-06	0.0192663529554	0.0646922268
21.8570000000	0.153295406870	69.0726055478	0.0144775195907	13.4389244481	15.6582617042	0.706399916229	5.75590916770	10.6761535222	1074.75020484	-0.792539403502	1.19754622920e-05	0.103797648308	0.00165587520084	0.0190125760	1.94132338023	0.515112531062	376.885303498	455.849688531	20.8460085920	6.52101208944	12.7487773787	364.042797215	16.8509173817	1.08078573950e-06	0.0194037627527	0.0648328578
21.9570000000	0.157355943413	68.9473463451	0.0145038214378	14.4811498551	16.7634123605	0.754161375619	5.76221422450	10.7426348627	1071.61033276	-0.781245173817	1.18826545837e-05	0.103784918968	0.00163877634388	0.0191897946	1.98850130124	0.502891297772	377.122532317	456.255466912	20.7701951941	6.52668015959	12.8051533483	364.501376858	16.7612077345	1.08657871658e-06	0.0195421455854	0.0649811772
22.0570000000	0.161492454659	68.8212926917	0.0145303867581	15.5290575400	17.8756053647	0.801970815968	5.76851184398	10.8099454082	1068.44775139	-0.769879391259	1.17908543080e-05	0.103769848190	0.00162168996165	0.0193700334	2.03652665609	0.491032119325	377.353430024	456.651412290	20.6947852026	6.53245994107	12.8627456550	364.953182357	16.6721887856	1.09238942497e-06	0.0196815176206	0.0651372985
22.1570000000	0.165705731768	68.6944351386	0.0145572199259	16.5826989248	18.9949137052	0.849830351980	5.77480231418	10.8781066395	1065.26228946	-0.758439785610	1.17000416259e-05	0.103752430939	0.00160461629252	0.0195533780	2.08541120514	0.479521735346	377.577926449	457.037426503	20.6197681955	6.53835263261	12.9215838766	365.398207131	16.5838453191	1.09821844819e-06	0.0198218954549	0.0653013416
22.2570000000	0.169996566876	68.5667639922	0.0145843254337	17.6421265349	20.1214117888	0.897742126577	5.78108591093	10.9471408023	1062.05377173	-0.746924028053	1.16101970718e-05	0.103732661870	0.00158755558058	0.0197399174	2.13516693249	0.468347455547	377.795950240	457.413409787	20.5451338684	6.54435940512	12.9816986391	365.836444896	16.4961626004	1.10406638374e-06	0.0199632961365	0.0654734322
22.3570000000	0.174365753098	68.4382693059	0.0146117078959	18.7073940349	21.2551754862	0.945708312238	5.78736290169	11.0170709455	1058.82201876	-0.735329728671	1.15213015414e-05	0.103710535309	0.00157050807588	0.0199297435	2.18580605406	0.457497131616	378.007428804	457.779260698	20.4708720288	6.55048140437	13.0431216703	366.267889660	16.4091263473	1.10993384360e-06	0.0201057371866	0.0656537028
22.4570000000	0.178814084549	68.3089408722	0.0146393720534	19.7785562663	22.3962821784	0.993731112418	5.79363354930	11.0879209614	1055.56684662	-0.723654433860	1.14333362808e-05	0.103686045243	0.00155347403455	0.0201229522	2.23734102605	0.446959130663	378.212288248	458.134876028	20.3969725895	6.55671975388	13.1058858574	366.692535729	16.3227227025	1.11582145468e-06	0.0202492366243	0.0658422924
22.5570000000	0.183342356351	68.1787682134	0.0146673227781	20.8556692868	23.5448108063	1.04181276302	5.79989811562	11.1597156281	1052.28806653	-0.711895623671	1.13462828750e-05	0.103659185305	0.00153645371906	0.0203196428	2.28978455375	0.436722310124	378.410453315	458.480150724	20.3234255625	6.56307555770	13.1700253071	367.110377698	16.2369382062	1.12172985937e-06	0.0203938129904	0.0660393474
22.6570000000	0.187951364655	68.0477405723	0.0146955650781	21.9387904118	24.7008419226	1.08995553395	5.80615686515	11.2324806543	1048.98548467	-0.700050709043	1.12601232371e-05	0.103629948759	0.00151944739838	0.0205199184	2.34314960073	0.426775994025	378.601847320	458.814977799	20.2502210535	6.56954990335	13.2355754089	367.521410455	16.1517597706	1.12765971606e-06	0.0205394853745	0.0662450213
22.7570000000	0.192641906660	67.9158469030	0.0147241041024	23.0279782578	25.8644577459	1.13816173073	5.81241006845	11.3062427259	1045.65890179	-0.688117028948	1.11748395978e-05	0.103598328485	0.00150245534826	0.0207238862	2.39744939837	0.417109950550	378.786392081	459.139248242	20.1773492553	6.57614386465	13.3025729023	367.925629177	16.0671746542	1.13361169971e-06	0.0206862734425	0.0664594752
22.8570000000	0.197414780632	67.7830758605	0.0147529451461	24.1232927882	27.0357422179	1.18643369617	5.81865800560	11.3810295555	1042.30811300	-0.676091847423	1.10904144951e-05	0.103564316964	0.00148547785140	0.0209316577	2.45269745589	0.407714370803	378.964007849	459.452850922	20.1048004418	6.58285850468	13.3710559477	368.323029329	15.9831704373	1.13958650244e-06	0.0208341974655	0.0666828783
22.9570000000	0.202270785936	67.6494157902	0.0147820936562	25.2247953614	28.2147810630	1.23477381217	5.82490096951	11.4568699350	1038.93290745	-0.663972350489	1.10068307646e-05	0.103527906259	0.00146851519769	0.0211433488	2.50890757077	0.398579848716	379.134613237	459.755672496	20.0325649623	6.58969487871	13.4410642006	368.713606663	15.8997349984	1.14558483413e-06	0.0209832783511	0.0669154083
23.0570000000	0.207210723056	67.5148547172	0.0148115552376	26.3325487808	29.4016618512	1.28318450155	5.83113926923	11.5337937903	1035.53306805	-0.651755642948	1.09240715293e-05	0.103489088004	0.00145156768451	0.0213590801	2.56609383960	0.389697362024	379.298125143	460.047597302	19.9606332351	6.59665403713	13.5126388911	369.097357213	15.8168564911	1.15160742311e-06	0.0211335376760	0.0671572514
23.1570000000	0.212235393628	67.3793803345	0.0148413356584	27.4466173481	30.5964740635	1.33166822997	5.83737323316	11.6118322397	1032.10837116	-0.639438745037	1.08421201905e-05	0.103447853378	0.00143463561692	0.0215789768	2.62427066951	0.381058254249	379.454458672	460.328507258	19.8889957419	6.60373702851	13.5858229070	369.474277295	15.7345233217	1.15765501680e-06	0.0212849977198	0.0674086029
23.2570000000	0.217345600474	67.2429799913	0.0148714408572	28.5670669185	31.7993091615	1.38022750799	5.84360321228	11.6910176557	1028.65858632	-0.627018588952	1.07609604184e-05	0.103404193094	0.00141771930799	0.0218031697	2.68345279001	0.372654217627	379.603527055	460.598281755	19.8176430213	6.61094490253	13.6606608829	369.844363505	15.6527241276	1.16372838240e-06	0.0214376815021	0.0676696680
23.3570000000	0.222542147633	67.1056406801	0.0149018769490	29.6939649590	33.0102606591	1.42886489313	5.84982958325	11.7713837298	1025.18347593	-0.614492015212	1.06805761427e-05	0.103358097376	0.00140081907904	0.0220317947	2.74365526547	0.364477276933	379.745241564	460.856797536	19.7465656628	6.61827871309	13.7371992933	370.207612716	15.5714477562	1.16982830772e-06	0.0215916128200	0.0679406616
23.4570000000	0.227825840406	66.9673490237	0.0149326502330	30.8273806097	34.2294241985	1.47758299213	5.85605275156	11.8529655420	1021.68279497	-0.601855768858	1.06009515442e-05	0.103309555938	0.00138393525994	0.0222649935	2.80489350808	0.356519774144	379.879511423	461.103928588	19.6757543009	6.62573952130	13.8154865522	370.564022077	15.4906832444	1.17595560187e-06	0.0217468162896	0.0682218092
23.5570000000	0.233197485389	66.8280912616	0.0149637671991	31.9673847476	35.4568976304	1.52638446325	5.86227315466	11.9357996339	1018.15629068	-0.589106495479	1.05220710457e-05	0.103258557970	0.00136706818943	0.0225029139	2.86718329154	0.348774353893	380.006243716	461.339546012	19.6051996087	6.63332839864	13.8955731187	370.913589009	15.4104197988	1.18211109614e-06	0.0219033173881	0.0685133474
23.6570000000	0.238657890524	66.6878532352	0.0149952345365	33.1140500546	36.6927810970	1.57527201870	5.86849126502	12.0199240864	1014.60370224	-0.576240737051	1.04439193035e-05	0.103205092105	0.00135021821545	0.0227457099	2.93054076524	0.341233949673	380.125343295	461.563517899	19.5348922919	6.64104643003	13.9775116088	371.256311204	15.3306467764	1.18829564482e-06	0.0220611424995	0.0688155242
23.7570000000	0.244207865141	66.5466203728	0.0150270591414	34.2674510878	37.9371771201	1.62424842716	5.87470759328	12.1053786024	1011.02476048	-0.563254927572	1.03664811990e-05	0.103149146409	0.00133338569543	0.0229935422	2.99498246928	0.333891770739	380.236712673	461.775709194	19.4648230819	6.64889471700	14.0613569142	371.592186622	15.2513536654	1.19451012617e-06	0.0222203189627	0.0691285999
23.8570000000	0.249848220011	66.4043776737	0.0150592481254	35.4276643545	39.1901906933	1.67331651646	5.88092269131	12.1922045945	1007.41918751	-0.550145388489	1.02897418301e-05	0.103090708346	0.00131657099672	0.0232465785	3.06052535010	0.326741289684	380.340251928	461.975981559	19.3949827304	6.65687438088	14.1471663287	371.921213490	15.1725300671	1.20075544329e-06	0.0223808751222	0.0694528475
23.9570000000	0.255579767397	66.2611096913	0.0150918088251	36.5947683896	40.4519293787	1.72247917635	5.88713715539	12.2804452785	1003.78669643	-0.536908323885	1.02136865037e-05	0.103029764763	0.00129977449687	0.0235049941	3.12718677694	0.319776230628	380.435858586	462.164193228	19.3253620018	6.66498656601	14.2349996833	372.243390298	15.0941656777	1.20703252519e-06	0.0225428403819	0.0697885534
24.0570000000	0.261403321111	66.1168005158	0.0151247488112	37.7688438387	41.7225034089	1.77173936146	5.89335162934	12.3701457724	1000.12699096	-0.523539815433	1.01383007266e-05	0.102966301857	0.00128299658409	0.0237689719	3.19498455909	0.312990558015	380.523427512	462.340198854	19.2559516674	6.67323244302	14.3249194889	372.558715800	15.0162502710	1.21334232782e-06	0.0227062452623	0.0701360182
24.1570000000	0.267319696576	65.9714337554	0.0151580758985	38.9499735440	43.0020257938	1.82110009435	5.89956680778	12.4613532031	996.439765082	-0.510035817080	1.00635701983e-05	0.102900305152	0.00126623765762	0.0240387032	3.26393696401	0.306378465953	380.602850791	462.503849347	19.1867424983	6.68161321215	14.4169910891	372.867189008	14.9387736807	1.21968583518e-06	0.0228711214611	0.0704955573
24.2570000000	0.273329710885	65.8249925171	0.0151917981569	40.1382426356	44.2906124336	1.87056446870	5.90578343932	12.5541168188	992.724702679	-0.496392149452	9.98948080261e-06	0.102832387800	0.00124949812815	0.0243143882	3.33406273636	0.299934368089	380.674017602	462.654991716	19.1177252587	6.69013010656	14.5112828236	373.168809192	14.8617257839	1.22606406048e-06	0.0230375019171	0.0708675018
24.3570000000	0.279434182872	65.6774593861	0.0152259239219	41.3337386272	45.5883822368	1.92013565277	5.91200232995	12.6484881098	988.981477164	-0.482604493963	9.91601859982e-06	0.102774302211	0.00123277841828	0.0245962361	3.40538111807	0.293652887982	380.736814085	462.793468886	19.0488906985	6.69878439582	14.6078662016	373.463575879	14.7850964843	1.23247804742e-06	0.0232054208785	0.0712521996
24.4570000000	0.285633933178	65.5288164045	0.0152604618070	42.5365515170	46.8954572450	1.96981689289	5.91822434643	12.7445209375	985.209751083	-0.468668386604	9.84316981893e-06	0.102713126009	0.00121607896299	0.0248844662	3.47791186932	0.287528849946	380.791123210	462.919119522	18.9802295468	6.70757738931	14.7068160877	373.751488848	14.7088756956	1.23892887142e-06	0.0233749139754	0.0716500157
24.5570000000	0.291929784329	65.3790450481	0.0152954207157	43.7467738940	48.2119627647	2.01961151723	5.92445041979	12.8422716720	981.409175704	-0.454579211384	9.77092084977e-06	0.102648986395	0.00119940021013	0.0251793080	3.55167529080	0.281557270337	380.836824626	463.031777832	18.9117325038	6.71651043980	14.8082109007	374.032548131	14.6330533254	1.24541764107e-06	0.0235460182963	0.0720613338
24.6570000000	0.298322560812	65.2281262028	0.0153308098548	44.9645010501	49.5380275053	2.06952293976	5.93068154891	12.9417993398	977.579390601	-0.440332193412	9.69925823520e-06	0.102581971303	0.00118274262094	0.0254810022	3.62669224700	0.275733349260	380.873794518	463.131273371	18.8433902336	6.72558494705	14.9121328260	374.306754010	14.5576192594	1.25194549951e-06	0.0237187724701	0.0724865571
24.7570000000	0.304813089158	65.0760401392	0.0153666387485	46.1898310984	50.8737837253	2.11955466437	5.93691880430	13.0431657815	973.720023211	-0.425922391584	9.62816866327e-06	0.102512142724	0.00116610667057	0.0257898011	3.70298419088	0.270052462677	380.901905441	463.217430824	18.7751933564	6.73480236147	15.0186680436	374.574107012	14.4825633451	1.25851362600e-06	0.0238932167530	0.0729261094
24.8570000000	0.311402198026	64.9227664862	0.0154029172526	47.4228650977	52.2193673862	2.16971028924	5.94316333191	13.1464358215	969.830688379	-0.411344690852	9.55763895941e-06	0.102439544670	0.00114949284867	0.0261059693	3.78057318980	0.264510154888	380.921026159	463.290069791	18.7071324401	6.74416418793	15.1279069720	374.834607912	14.4078753760	1.26512323757e-06	0.0240693931207	0.0733804364
24.9570000000	0.318090718298	64.7682842023	0.0154396555709	48.6637071845	53.5749183153	2.21999351151	5.94941635718	13.2516774494	965.910987879	-0.396593794040	9.48765607857e-06	0.102364208187	0.00113290166002	0.0264297849	3.85948195293	0.259102131373	380.931021464	463.349004545	18.6391979924	6.75367198956	15.2399445299	375.088257728	14.3335450761	1.27177559065e-06	0.0242473453672	0.0738500070
25.0570000000	0.324879483171	64.6125715459	0.0154768642707	49.9124647120	54.9405803773	2.27040813205	5.95567918921	13.3589620155	961.960509916	-0.381664213183	9.41820709730e-06	0.102286154646	0.00111633362511	0.0267615399	3.93973386023	0.253824251961	380.931751997	463.394043791	18.5713804517	6.76332739176	15.3548804178	375.335057719	14.2595620836	1.27847198296e-06	0.0244271192096	0.0743353146
25.1570000000	0.331769328257	64.4556060443	0.0155145543013	51.1692483974	56.3165016562	2.32095806072	5.96195322510	13.4683644403	957.978828605	-0.366550260350	9.34927920580e-06	0.102205397970	0.00109978928085	0.0271015411	4.02135299300	0.248672524332	380.923074050	463.424990404	18.5036701785	6.77313208621	15.4728194205	375.575009381	14.1859159352	1.28521375540e-06	0.0246087623998	0.0748368789
25.2570000000	0.338761091691	64.2973644594	0.0155527370120	52.4341724779	57.7028346468	2.37164732170	5.96823995458	13.5799634409	953.965503426	-0.351246037909	9.28085969981e-06	0.102121946195	0.00108326918125	0.0274501114	4.10436416626	0.243643097808	380.904839359	463.441641155	18.4360574460	6.78308783510	15.5938717318	375.808114449	14.1125960503	1.29200229410e-06	0.0247923248442	0.0753552470
25.3570000000	0.345855614235	64.1378227532	0.0155914241718	53.7073548748	59.0997364586	2.42248005932	5.97454096478	13.6938417735	949.920078651	-0.335745428197	9.21293597251e-06	0.102035802584	0.00106677389819	0.0278075906	4.18879296301	0.238732257438	380.876894889	463.443786422	18.3685324300	6.79319647540	15.7181533054	376.034374889	14.0395917145	1.29883903254e-06	0.0249778587308	0.0758909958
25.4570000000	0.353053739400	63.9769560496	0.0156306279909	54.9889173693	60.5073690307	2.47346054410	5.98085794528	13.8100864962	945.842082746	-0.320042082559	9.14549550618e-06	0.101946966432	0.00105030402217	0.0281743365	4.27466577050	0.233936418351	380.839082603	463.431209884	18.3010851995	6.80345992329	15.8457862321	376.253792898	13.9668920634	1.30572545391e-06	0.0251654186656	0.0764447335
25.5570000000	0.360356313564	63.8147385948	0.0156703611426	56.2789857868	61.9258993603	2.52459317924	5.98719269347	13.9287892522	941.731027737	-0.304129409693	9.07852586381e-06	0.101855433669	0.00103386016319	0.0285507263	4.36200981870	0.229252120367	380.791239222	463.403688194	18.2337057055	6.81388017880	15.9768991477	376.466370902	13.8944860658	1.31266309349e-06	0.0253550618175	0.0770171014
25.6570000000	0.367764186098	63.6511437153	0.0157106367872	57.5776901938	63.3554997449	2.57588250745	5.99354712016	14.0500465749	937.586408554	-0.288000563254	9.01201468046e-06	0.101761197306	0.00101744295157	0.0289371577	4.45085322111	0.224676022848	380.733195964	463.360990642	18.1663837701	6.82445933048	16.1116276730	376.672111548	13.8223625070	1.31965354127e-06	0.0255468480749	0.0776087768
25.7570000000	0.375278209501	63.4861437726	0.0157514685973	58.8851651069	64.7963480391	2.62733321820	5.99992325552	14.1739602196	933.407702328	-0.271648428669	8.94594965452e-06	0.101664247775	0.00100105303893	0.0293340506	4.54122501810	0.220204899783	380.664778272	463.302878785	18.0991090751	6.83519956038	16.2501148898	376.871017703	13.7505099711	1.32669844467e-06	0.0257408402113	0.0782204749
25.8570000000	0.382899239538	63.3197101153	0.0157928707851	60.2015497143	66.2486279281	2.67895015548	6.00632325546	14.3006375210	929.194367660	-0.255065609092	8.88031853865e-06	0.101564573189	0.000984691099154	0.0297418484	4.63315522293	0.215835635087	380.585805528	463.229106068	18.0318711494	6.84610314916	16.3925118563	377.063092452	13.6789168233	1.33379951154e-06	0.0259371040646	0.0788529514
25.9570000000	0.390628135389	63.1518130289	0.0158348581305	61.5269881122	67.7125292179	2.73073832598	6.01274940827	14.4301917816	924.945843846	-0.238244410432	8.81510913057e-06	0.101462159535	0.000968357829413	0.0301610198	4.72667487080	0.211565218115	380.496090743	463.139417409	17.9646593566	6.85717248133	16.5389781650	377.248339086	13.6075711917	1.34095851321e-06	0.0261357087281	0.0795070054
26.0570000000	0.398465759797	62.9824216809	0.0158774460129	62.8616295555	69.1882481447	2.78270290782	6.01920414180	14.5627426931	920.661550061	-0.221176825384	8.75030926347e-06	0.101356990827	0.000952053951302	0.0305920606	4.82181607092	0.207390739359	380.395440232	463.033548766	17.8974628810	6.86841005086	16.6896825490	377.426761103	13.5364609481	1.34817728788e-06	0.0263367267560	0.0801834825
26.1570000000	0.406412979238	62.8115040631	0.0159206504432	64.2056287262	70.6759877042	2.83484925993	6.02569003108	14.6984167941	916.340884493	-0.203854516383	8.68590679624e-06	0.101249049220	0.000935780211997	0.0310354958	4.91861206215	0.203309386340	380.283653267	462.911226677	17.8302707139	6.87981846688	16.8448035395	377.598362199	13.4655736885	1.35545774415e-06	0.0265402343840	0.0808832780
26.2570000000	0.414470664080	62.6390269303	0.0159644880996	65.5591460183	72.1759580027	2.88718293188	6.03220980641	14.8373479677	911.983223436	-0.186268797388	8.62188960323e-06	0.101138315096	0.000919537385503	0.0314918815	5.01709727220	0.199318439677	380.160521706	462.772167762	17.7630716381	6.89140045974	17.0045301812	377.763146261	13.3948967124	1.36280186483e-06	0.0267463117666	0.0816073405
26.3570000000	0.422639688768	62.4649557339	0.0160089763652	66.9223478435	73.6883766320	2.93970967458	6.03876636205	14.9796779838	907.587920319	-0.168410614408	8.55824556370e-06	0.101024767126	0.000903326273977	0.0319618075	5.11730738096	0.195415269311	380.025829600	462.616078203	17.6958542119	6.90315888728	17.1690628111	377.921117357	13.3244170021	1.37021171102e-06	0.0269550432319	0.0823566760
26.4570000000	0.430920932007	62.2892545520	0.0160541333685	68.2954069562	75.2134690699	2.99243545155	6.04536276551	15.1255570904	903.154304687	-0.150270524659	8.49496255082e-06	0.100908382320	0.000887147709141	0.0324458998	5.21927938809	0.191597330904	379.879352775	462.442653178	17.6286067525	6.91509674140	17.3386139076	378.072279732	13.2541211997	1.37768942646e-06	0.0271665175565	0.0831323517
26.5570000000	0.439315276959	62.1118860131	0.0160999780266	69.6785028025	76.7514691083	3.04536645108	6.05200226749	15.2751446590	898.681681118	-0.131838674229	8.43202842022e-06	0.100789136052	0.000871002553775	0.0329448235	5.32305168536	0.187862162366	379.720858378	462.251576268	17.5613173175	6.92721715503	17.5134090172	378.216637793	13.1839955844	1.38523724218e-06	0.0273808282619	0.0839355012
26.6570000000	0.447823611448	61.9328112162	0.0161465300923	71.0718218932	78.3026193115	3.09850909919	6.05868831259	15.4286098905	894.169328067	-0.113104774148	8.36943099797e-06	0.100667002088	0.000854891703321	0.0334592858	5.42866413409	0.184207380545	379.550104401	462.042518812	17.4939736864	6.93952340931	17.6936877665	378.354196099	13.1140260476	1.39285748154e-06	0.0275980739334	0.0847673294
