Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
13.9570000000	1.20000000000	77.9706863228	0.0128253327906	-56.1102926135	-40.7198932649	-3.22882173810	5.18672399560	6.89253905381	1305.84618151	-1.60729998915	2.77585947223e-05	0.0984168478755	liquid
14.5771433333	1.20000000000	77.4931157681	0.0129043720863	-51.8885390185	-36.4032925149	-2.92624030215	5.20784166208	7.03862935629	1294.71840535	-1.56443151094	2.56945254861e-05	0.0995104220042	liquid
14.8872150000	1.20000000000	77.2496983254	0.0129450343714	-49.7409757166	-34.2069344710	-2.77715240494	5.23011949650	7.12962742165	1288.99495726	-1.53910728480	2.47667671221e-05	0.100025884541	liquid
15.1972866667	1.20000000000	77.0028990555	0.0129865240435	-47.5649502317	-31.9811213796	-2.62917990994	5.25619751222	7.22820415811	1283.20935931	-1.51240836154	2.38985109502e-05	0.100520295924	liquid
15.5073583333	1.20000000000	76.7525296489	0.0130288865341	-45.3585097097	-29.7238458688	-2.48214691738	5.28423964662	7.33227876084	1277.37279824	-1.48489895832	2.30836643571e-05	0.100993548008	liquid
15.8174300000	1.20000000000	76.4984223745	0.0130721650063	-43.1202354483	-27.4336374408	-2.33592228074	5.31303679780	7.44043423565	1271.48584853	-1.45695277294	2.23170177283e-05	0.101445547843	liquid
16.1275016667	1.20000000000	76.2404260203	0.0131164009988	-40.8490674433	-25.1093862448	-2.19040509008	5.34182342726	7.55173523868	1265.54253623	-1.42880856001	2.15940841736e-05	0.101876217216	liquid
16.4375733333	1.20000000000	75.9784021400	0.0131616350415	-38.5441778684	-22.7502158186	-2.04551454738	5.37014252798	7.66559237569	1259.53318934	-1.40061148048	2.09109716836e-05	0.102285491574	liquid
16.7476450000	1.20000000000	75.7122216787	0.0132079072286	-36.2048808096	-20.3553921353	-1.90118297749	5.39774730239	7.78166211770	1253.44636212	-1.37244301395	2.02642808430e-05	0.102673318569	liquid
17.0577166667	1.20000000000	75.4417619927	0.0132552577457	-33.8305685944	-17.9242592997	-1.75735105806	5.42453039634	7.89977372752	1247.27008385	-1.34434213108	1.96510226976e-05	0.103039656369	liquid
