Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
13.9570000000	0.150000000000	77.1235261317	0.0129662121295	-54.2925266370	-52.3475948176	-3.09184925272	5.16516097685	7.00437892903	1273.63662355	-1.57998061691	2.58462889796e-05	0.0976655408484	liquid
14.2670716667	0.150000000000	76.8709049997	0.0130088230392	-52.1154422730	-50.1641188171	-2.93712177991	5.17606561821	7.08215909046	1267.25663250	-1.55724869575	2.48549544628e-05	0.0981812709798	liquid
14.5771433333	0.150000000000	76.6148227420	0.0130523045569	-49.9119892846	-47.9541436011	-2.78388418800	5.19639247635	7.17448315156	1260.76401845	-1.53135116267	2.39323763227e-05	0.0986756420156	liquid
14.8872150000	0.150000000000	76.3549886139	0.0130967212248	-47.6783502846	-45.7138421009	-2.63181379167	5.22230640636	7.27718960921	1254.20608054	-1.50342950813	2.30706753560e-05	0.0991484680474	liquid
15.1972866667	0.150000000000	76.0911425115	0.0131421341170	-45.4117937705	-43.4404736530	-2.48068014340	5.25119207205	7.38736989772	1247.60484877	-1.47426937426	2.22632330510e-05	0.0995995751644	liquid
15.5073583333	0.150000000000	75.8230500364	0.0131886016128	-43.1103391769	-41.1320489349	-2.33031573984	5.28131484255	7.50303859791	1240.96527924	-1.44439371602	2.15044482129e-05	0.100028802834	liquid
15.8174300000	0.150000000000	75.5504974337	0.0132361802234	-40.7725113289	-38.7870842954	-2.18059534002	5.31156656309	7.62288355930	1234.28144674	-1.41413757647	2.07895442586e-05	0.100436003854	liquid
16.1275016667	0.150000000000	75.2732867161	0.0132849254181	-38.3971622271	-36.4044234144	-2.03142150960	5.34127731063	7.74607888001	1227.54097375	-1.38370486238	2.01144164161e-05	0.100821043297	liquid
16.4375733333	0.150000000000	74.9912311352	0.0133348924249	-35.9833429452	-33.9831090815	-1.88271462210	5.37007765911	7.87214652420	1220.72806486	-1.35320987507	1.94755102987e-05	0.101183796799	liquid
16.7476450000	0.150000000000	74.7041510631	0.0133861369920	-33.5302124081	-31.5222918593	-1.73440601902	5.39779910971	8.00085508926	1213.82550407	-1.32270687020	1.88697251323e-05	0.101524148384	liquid
17.0577166667	0.150000000000	74.4118702847	0.0134387161104	-31.0369729936	-29.0211655771	-1.58643338584	5.42440303283	8.13214665392	1206.81591036	-1.29221063483	1.82943363562e-05	0.101841988026	liquid
17.3677883333	0.150000000000	74.1142126682	0.0134926887030	-28.5028253894	-26.4789220840	-1.43873766437	5.44993069047	8.26608467299	1199.68247750	-1.26171052176	1.77469334643e-05	0.102137209021	liquid
17.6778600000	0.150000000000	73.8109991585	0.0135481162889	-25.9269370537	-23.8947196103	-1.29126101540	5.47446868999	8.40281753875	1192.40936312	-1.23117981670	1.72253698526e-05	0.102409705245	liquid
17.9879316667	0.150000000000	73.5020450308	0.0136050636357	-23.3084200831	-21.2676605377	-1.14394548655	5.49812562083	8.54255374376	1184.98184410	-1.20058182737	1.67277221428e-05	0.102659368332	liquid
18.2980033333	0.150000000000	73.1871573356	0.0136635994129	-20.6463153874	-18.5967754755	-0.996732141794	5.52101670985	8.68554560735	1177.38631988	-1.16987369851	1.62522570052e-05	0.102886084748	liquid
18.6080750000	0.150000000000	72.8661324674	0.0137237968606	-17.9395808833	-15.8810113542	-0.849560482052	5.54325415809	8.83207932191	1169.61021927	-1.13900866563	1.57974039301e-05	0.103089732789	liquid
18.9181466667	0.150000000000	72.5387537887	0.0137857344905	-15.1870820172	-13.1192218436	-0.702368037636	5.56494144832	8.98246968346	1161.64184857	-1.10793724597	1.53617327337e-05	0.103270179430	liquid
