Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
13.9570000000	0.600000000000	77.4939044889	0.0129042407477	-55.1083631813	-47.3658187327	-3.15196113596	5.17536668487	6.95399866262	1287.58712115	-1.59244480942	2.66655620452e-05	0.0979915972521	liquid
14.2670716667	0.600000000000	77.2481952950	0.0129452862449	-52.9659904583	-45.1988187113	-2.99840100159	5.18378968117	7.02628352599	1281.61400778	-1.57105343295	2.56410547384e-05	0.0985254559325	liquid
14.5771433333	0.600000000000	76.9992737853	0.0129871354734	-50.7992901744	-43.0070088904	-2.84642280207	5.20207960215	7.11320337585	1275.51635235	-1.54640418088	2.46880406173e-05	0.0990382250185	liquid
14.8872150000	0.600000000000	76.7468721649	0.0130298469735	-48.6044454573	-40.7865372732	-2.69569828353	5.22636773814	7.21057259727	1269.34295322	-1.51965494796	2.37983716372e-05	0.0995297424272	liquid
15.1972866667	0.600000000000	76.4907526475	0.0130734757521	-46.3787333797	-38.5346479284	-2.54599241606	5.25399664983	7.31544548379	1263.11825093	-1.49161025482	2.29651932063e-05	0.0999998587125	liquid
15.5073583333	0.600000000000	76.2307029298	0.0131180739724	-44.1201934818	-36.2493490983	-2.39713422740	5.28318641926	7.42579169034	1256.85004161	-1.46281192456	2.21826965155e-05	0.100448438658	liquid
15.8174300000	0.600000000000	75.9665315267	0.0131636916929	-41.8273843898	-33.9291693740	-2.24899615075	5.31278388775	7.54024976038	1250.53537650	-1.43361261237	2.14459221454e-05	0.100875361484	liquid
16.1275016667	0.600000000000	75.6980632761	0.0132103776071	-39.4992069292	-31.5729803649	-2.10147954368	5.34207653026	7.65794216972	1244.16482606	-1.40423210462	2.07506041011e-05	0.101280520085	liquid
16.4375733333	0.600000000000	75.4251351788	0.0132581797517	-37.1347768544	-29.1798690034	-1.95450463642	5.37065589902	7.77833804587	1237.72543171	-1.37479881111	2.00930456742e-05	0.101663819639	liquid
16.7476450000	0.600000000000	75.1475926410	0.0133071461754	-34.7333342104	-26.7490465052	-1.80800363038	5.39831859394	7.90115235498	1231.20267083	-1.34537951252	1.94700203426e-05	0.102025175792	liquid
17.0577166667	0.600000000000	74.8652861256	0.0133573255610	-32.2941794448	-24.2797841082	-1.66191601498	5.42499532519	8.02627268790	1224.58171016	-1.31600022572	1.88786923788e-05	0.102364512603	liquid
17.3677883333	0.600000000000	74.5780681891	0.0134087678091	-29.8166288326	-21.7713681471	-1.51618543069	5.45070079215	8.15370674946	1217.84816083	-1.28666055759	1.83165529814e-05	0.102681760346	liquid
17.6778600000	0.600000000000	74.2857908554	0.0134615245861	-27.2999836540	-19.2230689023	-1.37075759608	5.47549883776	8.28354526193	1210.98849237	-1.25734338787	1.77813686593e-05	0.102976853235	liquid
17.9879316667	0.600000000000	73.9883032731	0.0135156498495	-24.7435090026	-16.6341190928	-1.22557895650	5.49947870344	8.41593627268	1203.99021853	-1.22802125533	1.72711393046e-05	0.103249727113	liquid
18.2980033333	0.600000000000	73.6854495995	0.0135712003582	-22.1464191837	-14.0036989688	-1.08059581209	5.52273926846	8.55106785563	1196.84193405	-1.19866044795	1.67840639479e-05	0.103500317120	liquid
18.6080750000	0.600000000000	73.3770670524	0.0136282361802	-19.5078674707	-11.3309257626	-0.935753755638	5.54537896754	8.68915696819	1189.53325692	-1.16922351231	1.63185126229e-05	0.103728555333	liquid
18.9181466667	0.600000000000	73.0629840778	0.0136868212081	-16.8269385860	-8.61484586118	-0.790997301863	5.56748969402	8.83044281603	1182.05471330	-1.13967068655	1.58730031069e-05	0.103934368368	liquid
19.2282183333	0.600000000000	72.7430185783	0.0137470236944	-14.1026427129	-5.85442849623	-0.646269626646	5.58915345629	8.97518352661	1174.39758987	-1.10996060786	1.54461815640e-05	0.104117674914	liquid
19.5382900000	0.600000000000	72.4169761541	0.0138089168191	-11.3339101586	-3.04856006717	-0.501512359758	5.61044089853	9.12365527288	1166.55376989	-1.08005053577	1.50368063256e-05	0.104278383173	liquid
19.8483616667	0.600000000000	72.0846483089	0.0138725793003	-8.51958601706	-0.196038436887	-0.356665392584	5.63141105071	9.27615324584	1158.51556322	-1.04989625425	1.46437342013e-05	0.104416388173	liquid
20.1584333333	0.600000000000	71.7458105713	0.0139380960649	-5.65842433244	2.70443330652	-0.211666674072	5.65211185943	9.43299407115	1150.27553626	-1.01945176046	1.42659088379e-05	0.104531568885	liquid
20.4685050000	0.600000000000	71.4002204837	0.0140055589916	-2.74908136822	5.65425402676	-0.0664519760753	5.67258118740	9.59451941655	1141.82634499	-0.988668808966	1.39023507426e-05	0.104623785132	liquid
20.7785766667	0.600000000000	71.0476154074	0.0140750677453	0.209892353746	8.65493300091	0.0790453859468	5.69284806873	9.76110065616	1133.16057217	-0.957496352305	1.35521486609e-05	0.104692874185	liquid
21.0886483333	0.600000000000	70.6877100889	0.0141467307223	3.22006155205	11.7080999854	0.224894888165	5.71293407816	9.93314455669	1124.27056828	-0.925879899317	1.32144520592e-05	0.104738647018	liquid
21.3987200000	0.600000000000	70.3201939218	0.0142206661306	6.28311753073	14.8155172091	0.371169199855	5.73285472382	10.1111000361	1115.14829475	-0.893760797770	1.28884645112e-05	0.104760884110	liquid
21.7087916667	0.600000000000	69.9447278361	0.0142970032329	9.40089170441	17.9790936442	0.517944661667	5.75262080968	10.2954661269	1105.78516706	-0.861075436883	1.25734378167e-05	0.104759330712	liquid
22.0188633333	0.600000000000	69.5609407252	0.0143758837873	12.5753716875	21.2009019599	0.665301852661	5.77223973949	10.4868013586	1096.17189469	-0.827754356132	1.22686667169e-05	0.104733691460	liquid
22.3289350000	0.600000000000	69.1684253116	0.0144574637271	15.8087204076	24.4831986439	0.813326260539	5.79171675312	10.6857348691	1086.29831421	-0.793721238437	1.19734840837e-05	0.104683624189	liquid
22.6390066667	0.600000000000	68.7667333227	0.0145419151337	19.1032988093	27.8284478895	0.962109073139	5.81105609904	10.8929796642	1076.15321078	-0.758891757431	1.16872564811e-05	0.104608732781	liquid
22.9490783333	0.600000000000	68.3553698227	0.0146294285671	22.4616928579	31.2393499982	1.11174811413	5.83026215740	11.1093485874	1065.72412295	-0.723172239076	1.14093800031e-05	0.104508558820	liquid
23.2591500000	0.600000000000	67.9337865025	0.0147202158379	25.8867457447	34.7188752474	1.26234895246	5.84934053620	11.3357737462	1054.99712390	-0.686458086388	1.11392763019e-05	0.104382571791	liquid
23.5692216667	0.600000000000	67.5013736793	0.0148145133275	29.3815964457	38.2703044422	1.41402622375	5.86829917074	11.5733303905	1043.95657132	-0.648631901346	1.08763887177e-05	0.104230157477	liquid
23.8792933333	0.600000000000	67.0574506841	0.0149125859960	32.9497261315	41.8972777291	1.56690521349	5.88714946486	11.8232665792	1032.58481588	-0.609561218524	1.06201784219e-05	0.104050604110	liquid
24.1893650000	0.600000000000	66.6012542174	0.0150147322562	36.5950143790	45.6038537327	1.72112376762	5.90590752234	12.0870404526	1020.86185557	-0.569095738524	1.03701204724e-05	0.103843085696	liquid
24.4994366667	0.600000000000	66.1319241227	0.0151212899559	40.3218077662	49.3945817398	1.87683461721	5.92459552974	12.3663676056	1008.76491955	-0.527063912670	1.01256996691e-05	0.103606641783	liquid
24.8095083333	0.600000000000	65.6484858393	0.0152326437878	44.1350043006	53.2745905733	2.03420823377	5.94324337055	12.6632820445	996.267959941	-0.483268679108	9.88640606731e-06	0.103349714905	liquid
25.1195800000	0.600000000000	65.1498285350	0.0153492345642	48.0401583474	57.2496990859	2.19343637311	5.96189057613	12.9802156610	983.341022644	-0.437482077181	9.65172997351e-06	0.103091996859	liquid
25.4296516667	0.600000000000	64.6346775484	0.0154715709574	52.0436124751	61.3265550496	2.35473652500	5.98058875756	13.3201033335	969.949457865	-0.389438360826	9.42115619003e-06	0.102799852391	liquid
25.7397233333	0.600000000000	64.1015592174	0.0156002445527	56.1526651698	65.5128119015	2.51835757253	5.99940471955	13.6865241080	956.052915520	-0.338825074983	9.19415719113e-06	0.102473378808	liquid
26.0497950000	0.600000000000	63.5487553633	0.0157359494184	60.3757871455	69.8173567966	2.68458709343	6.01842454471	14.0838941450	941.604048069	-0.285271322911	8.97018478775e-06	0.102111637722	liquid
26.3598666667	0.600000000000	62.9742434564	0.0158795079562	64.7229047091	74.2506094828	2.85376093137	6.03775907184	14.5177355506	926.546808517	-0.228332088434	8.74865964337e-06	0.101713034456	liquid
26.6699383333	0.600000000000	62.3756165522	0.0160319056592	69.2057775750	78.8249209706	3.02627597016	6.05755140768	14.9950591702	910.814177320	-0.167466902090	8.52895769930e-06	0.101275406002	liquid
26.9800100000	0.600000000000	61.7499739768	0.0161943388086	73.8385128551	83.5551161403	3.20260753389	6.07798746505	15.5249233257	894.325065249	-0.102010204579	8.31039207662e-06	0.100795995293	liquid
27.2900816667	0.600000000000	61.0937685650	0.0163682814711	78.6382807036	88.4592495863	3.38333364848	6.09931111824	16.1192729379	876.979995780	-0.0311291879966	8.09218820499e-06	0.100271356830	liquid
27.6001533333	0.600000000000	60.4025873356	0.0165555822045	83.6263379755	93.5596872982	3.56916980078	6.12184661659	16.7942422552	858.654923929	0.0462378513211	7.87344851720e-06	0.0996972003543	liquid
27.9102250000	0.600000000000	59.6708264039	0.0167586081887	88.8295397718	98.8847046850	3.76102035207	6.14603282469	17.5722580978	839.192105576	0.131474627932	7.65310050227e-06	0.0990681621500	liquid
28.2202966667	0.600000000000	58.8911903945	0.0169804684419	94.2826580168	104.470939082	3.96005754440	6.17247758351	18.4855988535	818.386093934	0.226433072277	7.42981707097e-06	0.0983774819376	liquid
28.2550426453	0.600000000000	58.8004445638	0.0170066741403	94.9111858768	105.115190361	3.98287284632	6.17561639114	18.5982898851	815.959706932	0.237783019838	7.40454330657e-06	0.0982958888464	liquid
28.2550426453	0.600000000000	7.40571359346	0.135030876820	374.916254919	455.934781011	16.3990491393	7.16477354246	21.5901727105	379.633883515	12.0036211178	1.52680581330e-06	0.0315743236164	vapor
28.5303683333	0.600000000000	7.20564036214	0.138780170775	378.453010013	461.721112478	16.6028558234	7.07731100870	20.4817169418	384.580286950	11.7595323596	1.53976608890e-06	0.0313641615546	vapor
28.8404400000	0.600000000000	7.00224393542	0.142811362932	382.223078643	467.909896402	16.8186145326	6.99371753383	19.4724500135	389.822351775	11.4989074051	1.55452893207e-06	0.0311977306152	vapor
29.1505116667	0.600000000000	6.81772830388	0.146676422912	385.809919562	473.815773309	17.0223070335	6.92273983594	18.6473532048	394.776006518	11.2518376178	1.56939715343e-06	0.0310877585280	vapor
29.4605833333	0.600000000000	6.64878673042	0.150403380428	389.246003764	479.488032021	17.2158710555	6.86192620764	17.9592007110	399.487657227	11.0170037150	1.58432048194e-06	0.0310213733623	vapor
29.7706550000	0.600000000000	6.49293957191	0.154013446287	392.555789960	484.963857732	17.4007746165	6.80941978220	17.3759025364	403.992817616	10.7933064089	1.59926439474e-06	0.0309894536245	vapor
30.0807266667	0.600000000000	6.34827503797	0.157523105729	395.758194878	490.272058315	17.5781600676	6.76378180653	16.8748136082	408.319361080	10.5798089111	1.61420468811e-06	0.0309853245454	vapor
30.3907983333	0.600000000000	6.21328514021	0.160945454367	398.868167802	495.435440422	17.7489360709	6.72387705553	16.4394543290	412.489616308	10.3756992521	1.62912414430e-06	0.0310039718415	vapor
30.7008700000	0.600000000000	6.08675747784	0.164291086616	401.897736483	500.472388453	17.9138388003	6.68879646169	16.0575215514	416.521774974	10.1802644696	1.64401040066e-06	0.0310415451858	vapor
31.0109416667	0.600000000000	5.96770135633	0.167568706993	404.856726051	505.397950246	18.0734740734	6.65780310517	15.7196301018	420.430870310	9.99287222715	1.65885454161e-06	0.0310950325067	vapor
31.3210133333	0.600000000000	5.85529586115	0.170785562970	407.753267540	510.224605322	18.2283471970	6.63029345164	15.4184877106	424.229477194	9.81295726892	1.67365014231e-06	0.0311620394371	vapor
