Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
13.9570000000	0.300000000000	77.2482658705	0.0129452744179	-54.5709480878	-50.6873657625	-3.11213504806	5.16873927762	6.98714061134	1278.31302086	-1.58427261242	2.61193666176e-05	0.0977749573655	liquid
14.2670716667	0.300000000000	76.9980133868	0.0129873480628	-52.4057325807	-48.5095281618	-2.95780706088	5.17879906460	7.06303419195	1272.07358931	-1.56199852721	2.51170410933e-05	0.0982967964381	liquid
14.5771433333	0.300000000000	76.7443864671	0.0130302690012	-50.2148524557	-46.3057717553	-2.80500061377	5.19843228867	7.15350016793	1265.71755298	-1.53652790510	2.41843805758e-05	0.0987973712672	liquid
14.8872150000	0.300000000000	76.4871024066	0.0130740996656	-47.9944917375	-44.0722618378	-2.65339116987	5.22379233307	7.25436837757	1259.29272486	-1.50900797696	2.33134168727e-05	0.0992765043442	liquid
15.1972866667	0.300000000000	76.2259089633	0.0131188989885	-45.7419232314	-41.8062535349	-2.50274677220	5.25224952162	7.36271717173	1252.82196436	-1.48023092183	2.24974533515e-05	0.0997340304211	liquid
15.5073583333	0.300000000000	75.9605795641	0.0131647231464	-43.4551747644	-39.5057578205	-2.35289879297	5.28205381994	7.47654537921	1246.31120704	-1.45072620012	2.17308201388e-05	0.100169797968	liquid
15.8174300000	0.300000000000	75.6909083805	0.0132116263551	-41.1327843906	-37.1692964841	-2.20372126200	5.31208177466	7.59452356446	1239.75555670	-1.42083491898	2.10086801933e-05	0.100583669217	liquid
16.1275016667	0.300000000000	75.4167055863	0.0132596616655	-38.7736226508	-34.7957241511	-2.05511640289	5.34164898275	7.71580768960	1233.14365800	-1.39076645622	2.03268754564e-05	0.100975519216	liquid
16.4375733333	0.300000000000	75.1377929600	0.0133088817306	-36.3767647817	-32.3841002626	-1.90700461711	5.37037275325	7.83990108765	1226.46070272	-1.36063998572	1.96818045300e-05	0.101345234227	liquid
16.7476450000	0.300000000000	74.8539998950	0.0133593395330	-33.9413997279	-29.9335978680	-1.75931762422	5.39807271862	7.96655335300	1219.69041614	-1.33051410660	1.90703251338e-05	0.101692709691	liquid
17.0577166667	0.300000000000	74.5651598227	0.0134110890713	-31.4667659584	-27.4434392370	-1.61199381925	5.42469981633	8.09568714721	1212.81631221	-1.30040752268	1.84896760490e-05	0.102017847925	liquid
17.3677883333	0.300000000000	74.2711070171	0.0134641860094	-28.9521065668	-24.9128507640	-1.46497516989	5.45028626150	8.22734593165	1205.82243885	-1.27031318925	1.79374143962e-05	0.102320555657	liquid
17.6778600000	0.300000000000	73.9716737297	0.0135186882976	-26.3966380341	-22.3410315448	-1.31820516903	5.47491089821	8.36165727663	1198.69377597	-1.24020779112	1.74113650010e-05	0.102600741456	liquid
17.9879316667	0.300000000000	73.6666875939	0.0135746567772	-23.7995284854	-19.7271314523	-1.17162749846	5.49867570592	8.49880769926	1191.41640179	-1.21005793644	1.69095793078e-05	0.102858313106	liquid
18.2980033333	0.300000000000	73.3559692372	0.0136321557795	-21.1598823633	-17.0702356295	-1.02518516073	5.52169031260	8.63902599990	1183.97750823	-1.17982406951	1.64303018535e-05	0.103093174904	liquid
18.6080750000	0.300000000000	73.0393300337	0.0136912537333	-18.4767292504	-14.3693531305	-0.878819908843	5.54406218820	8.78257285309	1176.36532063	-1.14946281634	1.59719427442e-05	0.103305224900	liquid
18.9181466667	0.300000000000	72.7165699385	0.0137520237938	-15.7490151760	-11.6234080379	-0.732471855345	5.56589081337	8.92973501095	1168.56895939	-1.11892826385	1.55330549134e-05	0.103494352040	liquid
19.2282183333	0.300000000000	72.3874753388	0.0138145445095	-12.9755951732	-8.83123182031	-0.586079178166	5.58726458486	9.08082293545	1160.57826824	-1.08817251912	1.51123152007e-05	0.103660433180	liquid
19.5382900000	0.300000000000	72.0518168643	0.0138789005402	-10.1552261660	-5.99155600393	-0.439577866335	5.60825956609	9.23617102600	1152.38362518	-1.05714578484	1.47085084934e-05	0.103803329922	liquid
19.8483616667	0.300000000000	71.7093470944	0.0139451834457	-7.28655948100	-3.10300444730	-0.292901465571	5.62893944760	9.39613987621	1143.97574586	-1.02579610855	1.43205143299e-05	0.103922885231	liquid
20.1584333333	0.300000000000	71.3597980993	0.0140134925635	-4.36813241937	-0.164084650307	-0.145980795355	5.64935627085	9.56112020155	1135.34548510	-0.994068907702	1.39472954896e-05	0.104018919744	liquid
20.4685050000	0.300000000000	71.0028787484	0.0140839359985	-1.39835841253	2.82682238701	0.00125638377260	5.66955160621	9.73153824515	1126.48363868	-0.961906332582	1.35878881859e-05	0.104091227722	liquid
20.7785766667	0.300000000000	70.6382717106	0.0141566317491	1.62448467747	5.87147420220	0.148885769845	5.68955797589	9.90786260660	1117.38074591	-0.929246501010	1.32413935565e-05	0.104139572526	liquid
21.0886483333	0.300000000000	70.2656300614	0.0142317090038	4.70226855212	8.97178125325	0.296987001513	5.70940038457	10.0906125604	1108.02689123	-0.896022617110	1.29069701992e-05	0.104163681535	liquid
21.3987200000	0.300000000000	69.8845733993	0.0143093096424	7.83703124128	12.1298241340	0.445644238226	5.72909787255	10.2803680480	1098.41150228	-0.862161970382	1.25838275497e-05	0.104163240344	liquid
21.7087916667	0.300000000000	69.4946833500	0.0143895899916	11.0309971879	15.3478741854	0.594946856201	5.74866504358	10.4777816514	1088.52314010	-0.827584797444	1.22712199268e-05	0.104137886120	liquid
22.0188633333	0.300000000000	69.0954983149	0.0144727228892	14.2866013152	18.6284181820	0.744990281433	5.76811354643	10.6835929959	1078.34927650	-0.792202976140	1.19684410988e-05	0.104087199872	liquid
22.3289350000	0.300000000000	68.6865072822	0.0145589001329	17.6065179001	21.9741879400	0.895876986333	5.78745350965	10.8986462077	1067.87605192	-0.755918508500	1.16748192394e-05	0.104010697432	liquid
22.6390066667	0.300000000000	68.2671424726	0.0146483354038	20.9936952956	25.3881959167	1.04771768412	5.80669494434	11.1239112709	1057.08800567	-0.718621733834	1.13897121539e-05	0.103907818797	liquid
22.9490783333	0.300000000000	67.8367705269	0.0147412677849	24.4513978464	28.8737781818	1.20063276532	5.82584914328	11.3605104379	1045.96776845	-0.680189194287	1.11125026587e-05	0.103777915463	liquid
23.2591500000	0.300000000000	67.3946818578	0.0148379660299	27.9832567476	32.4346465566	1.35475403454	5.84493011733	11.6097512589	1034.49570429	-0.640481050376	1.08425939958e-05	0.103620235202	liquid
23.5692216667	0.300000000000	66.9400776667	0.0149387337878	31.5933321536	36.0749522899	1.51022682502	5.86395612438	11.8731683881	1022.64948522	-0.599337910269	1.05794051520e-05	0.103433903641	liquid
23.8792933333	0.300000000000	66.4720539642	0.0150439160574	35.2861896157	39.7993644329	1.66721259425	5.88295136378	12.1525771711	1010.40357733	-0.556576889659	1.03223659348e-05	0.103217901711	liquid
24.1893650000	0.300000000000	65.9895816978	0.0151539072422	39.0669950111	43.6131671838	1.82589214142	5.90194793319	12.4501432617	997.728608942	-0.511986652384	1.00709116213e-05	0.102971037790	liquid
24.4994366667	0.300000000000	65.4914817599	0.0152691613188	42.9416336667	47.5223820624	1.98646963957	5.92098817887	12.7684743753	984.590582014	-0.465321085510	9.82447694699e-06	0.102720878055	liquid
24.6829897787	0.300000000000	65.1887124405	0.0153400790192	45.2822263767	49.8842500825	2.08251436049	5.93230196365	12.9679648442	976.579209980	-0.436602977104	9.68072763465e-06	0.102564091553	liquid
24.6829897787	0.300000000000	3.64639685151	0.274243325870	380.881957733	463.154955494	18.8256524130	6.72796672870	14.9395661831	374.376897515	14.5380764357	1.25364861977e-06	0.0237639459417	vapor
24.8095083333	0.300000000000	3.61335097829	0.276751416070	382.010623593	465.036048413	18.9016681615	6.70650479702	14.7980513948	376.110634312	14.3920749305	1.26130967062e-06	0.0238088010780	vapor
25.1195800000	0.300000000000	3.53592132485	0.282811722357	384.731110349	469.574627056	19.0834755226	6.65910247962	14.4835173754	380.255901733	14.0479804900	1.27988550003e-06	0.0239270158238	vapor
25.4296516667	0.300000000000	3.46307114176	0.288761032929	387.393637737	474.021947615	19.2594411487	6.61812764357	14.2081593739	384.267050132	13.7219916355	1.29819522992e-06	0.0240554152965	vapor
25.7397233333	0.300000000000	3.39429509887	0.294611980064	390.005476877	478.389070896	19.4301390626	6.58257681470	13.9652462537	388.158348276	13.4125587841	1.31625869110e-06	0.0241923832293	vapor
26.0497950000	0.300000000000	3.32917053325	0.300375120473	392.572668438	482.685204580	19.5960510810	6.55162300029	13.7494841701	391.941869483	13.1183146988	1.33409335395e-06	0.0243366258178	vapor
26.3598666667	0.300000000000	3.26733994834	0.306059368114	395.100278622	486.918089056	19.7575859078	6.52458002199	13.5566522110	395.627916298	12.8380450904	1.35171469731e-06	0.0244870938695	vapor
26.6699383333	0.300000000000	3.20849795733	0.311672319352	397.592592081	491.094287887	19.9150935125	6.50087525051	13.3833444006	399.225345384	12.5706657913	1.36913650476e-06	0.0246429267079	vapor
26.9800100000	0.300000000000	3.15238137512	0.317220501267	400.053259689	495.219410069	20.0688761347	6.48002844501	13.2267832044	402.741820388	12.3152046057	1.38637110586e-06	0.0248034109904	vapor
27.2900816667	0.300000000000	3.09876158458	0.322709564032	402.485413344	499.298282554	20.2191968249	6.46163511517	13.0846822381	406.184011663	12.0707865794	1.40342957471e-06	0.0249679499752	vapor
27.6001533333	0.300000000000	3.04743857514	0.328144431903	404.891756297	503.335085868	20.3662861593	6.44535329188	12.9551435536	409.557756056	11.8366218334	1.42032189500e-06	0.0251360402466	vapor
27.9102250000	0.300000000000	2.99823622982	0.333529423083	407.274635003	507.333461928	20.5103475758	6.43089290565	12.8365796759	412.868186142	11.6119953672	1.43705709843e-06	0.0253072538547	vapor
28.2202966667	0.300000000000	2.95099855795	0.338868345871	409.636096859	511.296600621	20.6515616597	6.41800718606	12.7276536593	416.119835773	11.3962584072	1.45364338164e-06	0.0254812244463	vapor
28.5303683333	0.300000000000	2.90558665315	0.344164576512	411.977937002	515.227309955	20.7900896153	6.40648564635	12.6272324581	419.316727000	11.1888209924	1.47008820567e-06	0.0256576363773	vapor
28.8404400000	0.300000000000	2.86187621412	0.349421122782	414.301736552	519.128073386	20.9260761027	6.39614832353	12.5343502716	422.462442184	10.9891455683	1.48639838113e-06	0.0258362160799	vapor
29.1505116667	0.300000000000	2.81975550693	0.354640676307	416.608894096	523.001096988	21.0596515730	6.38684102221	12.4481794540	425.560184218	10.7967414126	1.50258014138e-06	0.0260167251559	vapor
